latitude,longitude,value,aqi,so2,no2,o3,value2
37.2657039,140.9983584,27.0,9.0,1.5,1.9,11.2,27.0
37.2657039,140.9983584,25.0,9.0,1.5,1.9,11.2,25.0
37.2657039,140.9983584,27.0,9.0,1.5,1.9,11.2,27.0
37.2657039,140.9983584,27.0,9.0,1.5,1.9,11.2,27.0
37.2657039,140.9983584,24.0,9.0,1.5,1.9,11.2,24.0
37.2657039,140.9983584,19.0,9.0,1.5,1.9,11.2,19.0
37.2657039,140.9983584,17.0,9.0,1.5,1.9,11.2,17.0
37.2657039,140.9983584,23.0,9.0,1.5,1.9,11.2,23.0
37.2657039,140.9983584,34.0,9.0,1.5,1.9,11.2,34.0
37.2657039,140.9983584,19.0,9.0,1.5,1.9,11.2,19.0
37.2657039,140.9983584,26.0,9.0,1.5,1.9,11.2,26.0
37.2657039,140.9983584,28.0,9.0,1.5,1.9,11.2,28.0
37.2657039,140.9983584,17.0,9.0,1.5,1.9,11.2,17.0
37.2657039,140.9983584,31.0,9.0,1.5,1.9,11.2,31.0
37.2657039,140.9983584,12.0,9.0,1.5,1.9,11.2,12.0
37.2657039,140.9983584,19.0,9.0,1.5,1.9,11.2,19.0
37.2657039,140.9983584,23.0,9.0,1.5,1.9,11.2,23.0
37.2657039,140.9983584,28.0,9.0,1.5,1.9,11.2,28.0
37.2657039,140.9983584,32.0,9.0,1.5,1.9,11.2,32.0
37.2657039,140.9983584,28.0,9.0,1.5,1.9,11.2,28.0
37.2657039,140.9983584,29.0,9.0,1.5,1.9,11.2,29.0
37.2657039,140.9983584,18.0,9.0,1.5,1.9,11.2,18.0
37.2657039,140.9983584,28.0,9.0,1.5,1.9,11.2,28.0
37.2657039,140.9983584,23.0,9.0,1.5,1.9,11.2,23.0
37.2657039,140.9983584,17.0,9.0,1.5,1.9,11.2,17.0
37.2657039,140.9983584,21.0,9.0,1.5,1.9,11.2,21.0
37.2657039,140.9983584,29.0,9.0,1.5,1.9,11.2,29.0
37.2657039,140.9983584,20.0,9.0,1.5,1.9,11.2,20.0
37.2657039,140.9983584,22.0,9.0,1.5,1.9,11.2,22.0
37.2657039,140.9983584,25.0,9.0,1.5,1.9,11.2,25.0
37.2657039,140.9983584,26.0,9.0,1.5,1.9,11.2,26.0
37.2657039,140.9983584,24.0,9.0,1.5,1.9,11.2,24.0
37.2657039,140.9983584,20.0,9.0,1.5,1.9,11.2,20.0
37.2657039,140.9983584,26.0,9.0,1.5,1.9,11.2,26.0
37.2657039,140.9983584,34.0,9.0,1.5,1.9,11.2,34.0
37.2657039,140.9983584,23.0,9.0,1.5,1.9,11.2,23.0
37.2657039,140.9983584,22.0,9.0,1.5,1.9,11.2,22.0
37.2657039,140.9983584,29.0,9.0,1.5,1.9,11.2,29.0
37.2657039,140.9983584,25.0,9.0,1.5,1.9,11.2,25.0
37.2657039,140.9983584,17.0,9.0,1.5,1.9,11.2,17.0
37.2657039,140.9983584,21.0,9.0,1.5,1.9,11.2,21.0
37.2657039,140.9983584,32.0,9.0,1.5,1.9,11.2,32.0
37.2657039,140.9983584,19.0,9.0,1.5,1.9,11.2,19.0
37.2657039,140.9983584,17.0,9.0,1.5,1.9,11.2,17.0
37.2657039,140.9983584,20.0,9.0,1.5,1.9,11.2,20.0
37.2657039,140.9983584,19.0,9.0,1.5,1.9,11.2,19.0
37.2657039,140.9983584,17.0,9.0,1.5,1.9,11.2,17.0
37.2657039,140.9983584,19.0,9.0,1.5,1.9,11.2,19.0
37.2657039,140.9983584,20.0,9.0,1.5,1.9,11.2,20.0
37.2657039,140.9983584,13.0,9.0,1.5,1.9,11.2,13.0
37.2657039,140.9983584,20.0,9.0,1.5,1.9,11.2,20.0
37.2657039,140.9983584,26.0,9.0,1.5,1.9,11.2,26.0
37.2657039,140.9983584,27.0,9.0,1.5,1.9,11.2,27.0
37.2657039,140.9983584,31.0,9.0,1.5,1.9,11.2,31.0
37.2657039,140.9983584,31.0,9.0,1.5,1.9,11.2,31.0
37.2657039,140.9983584,26.0,9.0,1.5,1.9,11.2,26.0
37.2657039,140.9983584,23.0,9.0,1.5,1.9,11.2,23.0
37.2657039,140.9983584,30.0,9.0,1.5,1.9,11.2,30.0
37.2657039,140.9983584,21.0,9.0,1.5,1.9,11.2,21.0
37.2657039,140.9983584,19.0,9.0,1.5,1.9,11.2,19.0
37.2657039,140.9983584,26.0,9.0,1.5,1.9,11.2,26.0
37.2657039,140.9983584,29.0,9.0,1.5,1.9,11.2,29.0
37.2657039,140.9983584,32.0,9.0,1.5,1.9,11.2,32.0
37.2657039,140.9983584,25.0,9.0,1.5,1.9,11.2,25.0
37.2657039,140.9983584,27.0,9.0,1.5,1.9,11.2,27.0
37.2657039,140.9983584,29.0,9.0,1.5,1.9,11.2,29.0
37.2657039,140.9983584,21.0,9.0,1.5,1.9,11.2,21.0
37.2657039,140.9983584,29.0,9.0,1.5,1.9,11.2,29.0
37.2657039,140.9983584,30.0,9.0,1.5,1.9,11.2,30.0
37.2657039,140.9983584,29.0,9.0,1.5,1.9,11.2,29.0
37.2657039,140.9983584,18.0,9.0,1.5,1.9,11.2,18.0
37.2657039,140.9983584,28.0,9.0,1.5,1.9,11.2,28.0
37.2657039,140.9983584,22.0,9.0,1.5,1.9,11.2,22.0
37.2657039,140.9983584,25.0,9.0,1.5,1.9,11.2,25.0
37.2657039,140.9983584,29.0,9.0,1.5,1.9,11.2,29.0
37.2657039,140.9983584,31.0,9.0,1.5,1.9,11.2,31.0
37.2657039,140.9983584,26.0,9.0,1.5,1.9,11.2,26.0
37.2657039,140.9983584,21.0,9.0,1.5,1.9,11.2,21.0
37.2657039,140.9983584,23.0,9.0,1.5,1.9,11.2,23.0
37.2657039,140.9983584,30.0,9.0,1.5,1.9,11.2,30.0
37.2657039,140.9983584,33.0,9.0,1.5,1.9,11.2,33.0
37.2657039,140.9983584,28.0,9.0,1.5,1.9,11.2,28.0
37.2657039,140.9983584,26.0,9.0,1.5,1.9,11.2,26.0
37.2657039,140.9983584,27.0,9.0,1.5,1.9,11.2,27.0
37.2657039,140.9983584,31.0,9.0,1.5,1.9,11.2,31.0
37.2657039,140.9983584,18.0,9.0,1.5,1.9,11.2,18.0
37.2657039,140.9983584,31.0,9.0,1.5,1.9,11.2,31.0
37.2657039,140.9983584,20.0,9.0,1.5,1.9,11.2,20.0
37.2657039,140.9983584,17.0,9.0,1.5,1.9,11.2,17.0
37.2657039,140.9983584,16.0,9.0,1.5,1.9,11.2,16.0
37.2657039,140.9983584,21.0,9.0,1.5,1.9,11.2,21.0
37.2657039,140.9983584,20.0,9.0,1.5,1.9,11.2,20.0
37.2657039,140.9983584,34.0,9.0,1.5,1.9,11.2,34.0
37.2657039,140.9983584,32.0,9.0,1.5,1.9,11.2,32.0
37.2657039,140.9983584,30.0,9.0,1.5,1.9,11.2,30.0
37.2657039,140.9983584,20.0,9.0,1.5,1.9,11.2,20.0
37.2657039,140.9983584,17.0,9.0,1.5,1.9,11.2,17.0
38.9029263,141.5706975,25.0,34.0,11.5,7.5,6.4,25.0
38.9029263,141.5706975,23.0,34.0,11.5,7.5,6.4,23.0
38.9029263,141.5706975,14.0,34.0,11.5,7.5,6.4,14.0
38.9029263,141.5706975,29.0,34.0,11.5,7.5,6.4,29.0
35.715846,139.695152,32.0,7.0,1.5,11.2,12.1,32.0
35.6867078,139.7081686,44.0,9.0,1.5,9.3,10.4,44.0
35.6867078,139.7081686,42.0,9.0,1.5,9.3,10.4,42.0
35.7426712,139.6051615,35.0,8.0,1.5,12.1,4.0,35.0
35.715846,139.695152,26.0,7.0,1.5,11.2,12.1,26.0
35.7260247,139.928024,100.0,21.0,1.5,19.5,4.0,100.0
42.474671,-70.971358,26.0,14.0,0.3,5.8,13.6,26.0
37.6399941,140.9503931,72.8,13.0,1.5,1.9,10.4,72.8
35.7260247,139.928024,111.0,21.0,1.5,19.5,4.0,111.0
37.2657039,140.9983584,221.0,9.0,1.5,1.9,11.2,221.0
37.6399941,140.9503931,69.4,13.0,1.5,1.9,10.4,69.4
38.8577,-77.05922,22.0,28.0,0.2,1.6,13.0,22.0
35.4268139,140.3009496,11.4,21.0,1.5,4.7,9.6,11.4
35.7260247,139.928024,100.0,21.0,1.5,19.5,4.0,100.0
35.4268139,140.3009496,10.4,21.0,1.5,4.7,9.6,10.4
34.06653,-118.22676,41.0,55.0,0.2,6.8,34.4,41.0
42.3584308,-71.0597732,35.0,34.0,0.5,11.2,16.0,35.0
35.6092261,139.7301861,27.0,13.0,1.5,12.1,12.8,27.0
35.62048,139.7190949,42.0,8.0,1.5,14.9,10.4,42.0
35.6092261,139.7301861,30.0,13.0,1.5,12.1,12.8,30.0
35.6007639,139.7526768,32.0,7.0,1.5,12.1,12.8,32.0
43.829897,4.361988,29.0,58.0,1.2,22.8,1.5,29.0
43.829897,4.361988,27.0,58.0,1.2,22.8,1.5,27.0
36.9632779,140.8926893,21.0,25.0,1.5,3.8,22.4,21.0
36.9632779,140.8926893,19.0,25.0,1.5,3.8,22.4,19.0
36.9632779,140.8926893,27.0,25.0,1.5,3.8,22.4,27.0
36.9632779,140.8926893,30.0,25.0,1.5,3.8,22.4,30.0
36.9632779,140.8926893,14.0,25.0,1.5,3.8,22.4,14.0
36.9632779,140.8926893,16.0,25.0,1.5,3.8,22.4,16.0
36.9632779,140.8926893,31.0,25.0,1.5,3.8,22.4,31.0
36.9632779,140.8926893,23.0,25.0,1.5,3.8,22.4,23.0
36.9632779,140.8926893,18.0,25.0,1.5,3.8,22.4,18.0
36.9632779,140.8926893,15.0,25.0,1.5,3.8,22.4,15.0
36.9632779,140.8926893,33.0,25.0,1.5,3.8,22.4,33.0
36.9632779,140.8926893,20.0,25.0,1.5,3.8,22.4,20.0
37.2657039,140.9983584,23.0,10.0,1.5,1.9,27.2,23.0
37.2657039,140.9983584,18.0,10.0,1.5,1.9,27.2,18.0
37.2657039,140.9983584,23.0,10.0,1.5,1.9,27.2,23.0
37.2657039,140.9983584,26.0,10.0,1.5,1.9,27.2,26.0
37.2657039,140.9983584,32.0,10.0,1.5,1.9,27.2,32.0
37.2657039,140.9983584,27.0,10.0,1.5,1.9,27.2,27.0
37.2657039,140.9983584,22.0,10.0,1.5,1.9,27.2,22.0
37.2657039,140.9983584,19.0,10.0,1.5,1.9,27.2,19.0
37.2657039,140.9983584,20.0,10.0,1.5,1.9,27.2,20.0
37.2657039,140.9983584,20.0,10.0,1.5,1.9,27.2,20.0
37.2657039,140.9983584,26.0,10.0,1.5,1.9,27.2,26.0
37.2657039,140.9983584,33.0,10.0,1.5,1.9,27.2,33.0
37.2657039,140.9983584,23.0,10.0,1.5,1.9,27.2,23.0
37.2657039,140.9983584,20.0,10.0,1.5,1.9,27.2,20.0
37.2657039,140.9983584,23.0,10.0,1.5,1.9,27.2,23.0
37.2657039,140.9983584,19.0,10.0,1.5,1.9,27.2,19.0
37.2657039,140.9983584,25.0,10.0,1.5,1.9,27.2,25.0
37.2657039,140.9983584,30.0,10.0,1.5,1.9,27.2,30.0
37.2657039,140.9983584,14.0,10.0,1.5,1.9,27.2,14.0
37.2657039,140.9983584,17.0,10.0,1.5,1.9,27.2,17.0
37.2657039,140.9983584,29.0,10.0,1.5,1.9,27.2,29.0
37.2657039,140.9983584,24.0,10.0,1.5,1.9,27.2,24.0
37.2657039,140.9983584,20.0,10.0,1.5,1.9,27.2,20.0
37.2657039,140.9983584,30.0,10.0,1.5,1.9,27.2,30.0
37.2657039,140.9983584,18.0,10.0,1.5,1.9,27.2,18.0
37.2657039,140.9983584,18.0,10.0,1.5,1.9,27.2,18.0
37.2657039,140.9983584,31.0,10.0,1.5,1.9,27.2,31.0
37.2657039,140.9983584,23.0,10.0,1.5,1.9,27.2,23.0
37.2657039,140.9983584,25.0,10.0,1.5,1.9,27.2,25.0
37.2657039,140.9983584,30.0,10.0,1.5,1.9,27.2,30.0
37.2657039,140.9983584,20.0,10.0,1.5,1.9,27.2,20.0
37.2657039,140.9983584,27.0,10.0,1.5,1.9,27.2,27.0
37.2657039,140.9983584,35.0,10.0,1.5,1.9,27.2,35.0
37.2657039,140.9983584,23.0,10.0,1.5,1.9,27.2,23.0
37.2657039,140.9983584,26.0,10.0,1.5,1.9,27.2,26.0
37.2657039,140.9983584,24.0,10.0,1.5,1.9,27.2,24.0
37.2657039,140.9983584,26.0,10.0,1.5,1.9,27.2,26.0
38.9029263,141.5706975,23.0,5.0,1.5,1.0,0.8,23.0
38.9029263,141.5706975,15.0,5.0,1.5,1.0,0.8,15.0
38.9029263,141.5706975,27.0,5.0,1.5,1.0,0.8,27.0
35.7501633,139.5578842,29.0,15.0,1.5,16.7,0.8,29.0
35.7356234,139.6516577,34.0,18.0,1.5,19.5,3.2,34.0
37.2657039,140.9983584,223.0,10.0,1.5,1.9,27.2,223.0
35.4268139,140.3009496,14.4,25.0,1.5,9.3,2.4,14.4
37.6399941,140.9503931,67.0,9.0,1.5,1.0,28.9,67.0
37.6399941,140.9503931,79.2,9.0,1.5,1.0,28.9,79.2
36.9632779,140.8926893,28.0,25.0,1.5,3.8,22.4,28.0
36.9632779,140.8926893,22.0,25.0,1.5,3.8,22.4,22.0
36.9632779,140.8926893,22.0,25.0,1.5,3.8,22.4,22.0
36.9632779,140.8926893,20.0,25.0,1.5,3.8,22.4,20.0
36.9632779,140.8926893,18.0,25.0,1.5,3.8,22.4,18.0
36.9632779,140.8926893,18.0,25.0,1.5,3.8,22.4,18.0
36.9632779,140.8926893,32.0,25.0,1.5,3.8,22.4,32.0
36.9632779,140.8926893,28.0,25.0,1.5,3.8,22.4,28.0
36.9632779,140.8926893,26.0,25.0,1.5,3.8,22.4,26.0
36.9632779,140.8926893,19.0,25.0,1.5,3.8,22.4,19.0
37.2657039,140.9983584,33.0,10.0,1.5,1.9,27.2,33.0
37.2657039,140.9983584,27.0,10.0,1.5,1.9,27.2,27.0
37.2657039,140.9983584,25.0,10.0,1.5,1.9,27.2,25.0
37.2657039,140.9983584,18.0,10.0,1.5,1.9,27.2,18.0
37.2657039,140.9983584,16.0,10.0,1.5,1.9,27.2,16.0
37.2657039,140.9983584,18.0,10.0,1.5,1.9,27.2,18.0
37.2657039,140.9983584,22.0,10.0,1.5,1.9,27.2,22.0
37.2657039,140.9983584,20.0,10.0,1.5,1.9,27.2,20.0
37.2657039,140.9983584,23.0,10.0,1.5,1.9,27.2,23.0
37.2657039,140.9983584,16.0,10.0,1.5,1.9,27.2,16.0
37.2657039,140.9983584,26.0,10.0,1.5,1.9,27.2,26.0
37.2657039,140.9983584,23.0,10.0,1.5,1.9,27.2,23.0
37.2657039,140.9983584,17.0,10.0,1.5,1.9,27.2,17.0
37.2657039,140.9983584,29.0,10.0,1.5,1.9,27.2,29.0
37.2657039,140.9983584,23.0,10.0,1.5,1.9,27.2,23.0
37.2657039,140.9983584,27.0,10.0,1.5,1.9,27.2,27.0
37.2657039,140.9983584,24.0,10.0,1.5,1.9,27.2,24.0
36.9632779,140.8926893,31.0,25.0,1.5,3.8,22.4,31.0
36.9632779,140.8926893,27.0,25.0,1.5,3.8,22.4,27.0
36.9632779,140.8926893,27.0,25.0,1.5,3.8,22.4,27.0
36.9632779,140.8926893,31.0,25.0,1.5,3.8,22.4,31.0
36.9632779,140.8926893,22.0,25.0,1.5,3.8,22.4,22.0
36.9632779,140.8926893,24.0,25.0,1.5,3.8,22.4,24.0
36.9632779,140.8926893,21.0,25.0,1.5,3.8,22.4,21.0
36.9632779,140.8926893,25.0,25.0,1.5,3.8,22.4,25.0
36.9632779,140.8926893,25.0,25.0,1.5,3.8,22.4,25.0
36.9632779,140.8926893,32.0,25.0,1.5,3.8,22.4,32.0
36.9632779,140.8926893,24.0,25.0,1.5,3.8,22.4,24.0
36.9632779,140.8926893,27.0,25.0,1.5,3.8,22.4,27.0
36.9632779,140.8926893,20.0,25.0,1.5,3.8,22.4,20.0
36.9632779,140.8926893,21.0,25.0,1.5,3.8,22.4,21.0
36.9632779,140.8926893,23.0,25.0,1.5,3.8,22.4,23.0
36.9632779,140.8926893,18.0,25.0,1.5,3.8,22.4,18.0
36.9632779,140.8926893,33.0,25.0,1.5,3.8,22.4,33.0
36.9632779,140.8926893,32.0,25.0,1.5,3.8,22.4,32.0
36.9632779,140.8926893,22.0,25.0,1.5,3.8,22.4,22.0
36.9632779,140.8926893,15.0,25.0,1.5,3.8,22.4,15.0
36.9632779,140.8926893,20.0,25.0,1.5,3.8,22.4,20.0
36.9632779,140.8926893,24.0,25.0,1.5,3.8,22.4,24.0
36.9632779,140.8926893,16.0,25.0,1.5,3.8,22.4,16.0
37.2657039,140.9983584,21.0,10.0,1.5,1.9,27.2,21.0
37.2657039,140.9983584,23.0,10.0,1.5,1.9,27.2,23.0
37.2657039,140.9983584,27.0,10.0,1.5,1.9,27.2,27.0
37.2657039,140.9983584,27.0,10.0,1.5,1.9,27.2,27.0
37.2657039,140.9983584,21.0,10.0,1.5,1.9,27.2,21.0
37.2657039,140.9983584,25.0,10.0,1.5,1.9,27.2,25.0
37.2657039,140.9983584,22.0,10.0,1.5,1.9,27.2,22.0
37.2657039,140.9983584,26.0,10.0,1.5,1.9,27.2,26.0
37.2657039,140.9983584,23.0,10.0,1.5,1.9,27.2,23.0
37.2657039,140.9983584,25.0,10.0,1.5,1.9,27.2,25.0
37.2657039,140.9983584,17.0,10.0,1.5,1.9,27.2,17.0
37.2657039,140.9983584,23.0,10.0,1.5,1.9,27.2,23.0
37.2657039,140.9983584,20.0,10.0,1.5,1.9,27.2,20.0
37.2657039,140.9983584,31.0,10.0,1.5,1.9,27.2,31.0
37.2657039,140.9983584,29.0,10.0,1.5,1.9,27.2,29.0
37.2657039,140.9983584,19.0,10.0,1.5,1.9,27.2,19.0
37.2657039,140.9983584,25.0,10.0,1.5,1.9,27.2,25.0
37.2657039,140.9983584,22.0,10.0,1.5,1.9,27.2,22.0
37.2657039,140.9983584,20.0,10.0,1.5,1.9,27.2,20.0
37.9161285,139.0364015,55.0,9.0,1.5,2.8,18.4,55.0
37.9161285,139.0364015,56.0,9.0,1.5,2.8,18.4,56.0
37.9161285,139.0364015,46.0,9.0,1.5,2.8,18.4,46.0
37.9161285,139.0364015,32.0,9.0,1.5,2.8,18.4,32.0
37.9352197,139.0793191,37.0,17.0,1.5,5.6,18.4,37.0
37.9564998,139.143863,45.0,17.0,1.5,4.7,16.0,45.0
37.9520161,139.3304337,33.0,24.0,4.3,1.0,13.6,33.0
37.9812309,139.2201926,32.0,34.0,4.3,3.8,12.8,32.0
37.9812309,139.2201926,52.0,34.0,4.3,3.8,12.8,52.0
37.9564998,139.143863,41.0,17.0,1.5,4.7,16.0,41.0
37.934262,139.0910515,35.0,13.0,1.5,3.8,17.6,35.0
37.9564998,139.143863,38.0,17.0,1.5,4.7,16.0,38.0
37.9564998,139.143863,36.0,17.0,1.5,4.7,16.0,36.0
37.9564998,139.143863,37.0,17.0,1.5,4.7,16.0,37.0
37.9564998,139.143863,25.0,17.0,1.5,4.7,16.0,25.0
37.934262,139.0910515,48.0,13.0,1.5,3.8,17.6,48.0
37.934262,139.0910515,36.0,13.0,1.5,3.8,17.6,36.0
37.934262,139.0910515,38.0,13.0,1.5,3.8,17.6,38.0
37.934262,139.0910515,42.0,13.0,1.5,3.8,17.6,42.0
37.934262,139.0910515,38.0,13.0,1.5,3.8,17.6,38.0
37.934262,139.0910515,47.0,13.0,1.5,3.8,17.6,47.0
37.934262,139.0910515,42.0,13.0,1.5,3.8,17.6,42.0
37.934262,139.0910515,41.0,13.0,1.5,3.8,17.6,41.0
37.934262,139.0910515,44.0,13.0,1.5,3.8,17.6,44.0
37.934262,139.0910515,39.0,13.0,1.5,3.8,17.6,39.0
37.9564998,139.143863,47.0,17.0,1.5,4.7,16.0,47.0
37.9564998,139.143863,55.0,17.0,1.5,4.7,16.0,55.0
37.9564998,139.143863,36.0,17.0,1.5,4.7,16.0,36.0
37.9564998,139.143863,44.0,17.0,1.5,4.7,16.0,44.0
37.9564998,139.143863,43.0,17.0,1.5,4.7,16.0,43.0
37.9564998,139.143863,31.0,17.0,1.5,4.7,16.0,31.0
37.9564998,139.143863,29.0,17.0,1.5,4.7,16.0,29.0
37.9564998,139.143863,41.0,17.0,1.5,4.7,16.0,41.0
37.9564998,139.143863,35.0,17.0,1.5,4.7,16.0,35.0
37.9564998,139.143863,44.0,17.0,1.5,4.7,16.0,44.0
37.9564998,139.143863,33.0,17.0,1.5,4.7,16.0,33.0
37.9564998,139.143863,44.0,17.0,1.5,4.7,16.0,44.0
37.9564998,139.143863,29.0,17.0,1.5,4.7,16.0,29.0
37.9564998,139.143863,52.0,17.0,1.5,4.7,16.0,52.0
37.9564998,139.143863,26.0,17.0,1.5,4.7,16.0,26.0
37.9564998,139.143863,26.0,17.0,1.5,4.7,16.0,26.0
37.9564998,139.143863,34.0,17.0,1.5,4.7,16.0,34.0
37.9564998,139.143863,30.0,17.0,1.5,4.7,16.0,30.0
37.9564998,139.143863,40.0,17.0,1.5,4.7,16.0,40.0
37.9564998,139.143863,48.0,17.0,1.5,4.7,16.0,48.0
37.9564998,139.143863,32.0,17.0,1.5,4.7,16.0,32.0
37.9564998,139.143863,33.0,17.0,1.5,4.7,16.0,33.0
37.9564998,139.143863,38.0,17.0,1.5,4.7,16.0,38.0
37.9564998,139.143863,46.0,17.0,1.5,4.7,16.0,46.0
37.9564998,139.143863,38.0,17.0,1.5,4.7,16.0,38.0
37.9564998,139.143863,47.0,17.0,1.5,4.7,16.0,47.0
37.9564998,139.143863,36.0,17.0,1.5,4.7,16.0,36.0
37.9564998,139.143863,38.0,17.0,1.5,4.7,16.0,38.0
37.9564998,139.143863,36.0,17.0,1.5,4.7,16.0,36.0
37.9564998,139.143863,35.0,17.0,1.5,4.7,16.0,35.0
37.9564998,139.143863,48.0,17.0,1.5,4.7,16.0,48.0
37.9564998,139.143863,39.0,17.0,1.5,4.7,16.0,39.0
37.9564998,139.143863,37.0,17.0,1.5,4.7,16.0,37.0
37.9564998,139.143863,29.0,17.0,1.5,4.7,16.0,29.0
37.9564998,139.143863,28.0,17.0,1.5,4.7,16.0,28.0
37.9564998,139.143863,29.0,17.0,1.5,4.7,16.0,29.0
37.9564998,139.143863,32.0,17.0,1.5,4.7,16.0,32.0
37.9564998,139.143863,32.0,17.0,1.5,4.7,16.0,32.0
37.9564998,139.143863,31.0,17.0,1.5,4.7,16.0,31.0
37.9564998,139.143863,37.0,17.0,1.5,4.7,16.0,37.0
37.9564998,139.143863,33.0,17.0,1.5,4.7,16.0,33.0
37.9564998,139.143863,38.0,17.0,1.5,4.7,16.0,38.0
37.9564998,139.143863,39.0,17.0,1.5,4.7,16.0,39.0
37.9564998,139.143863,45.0,17.0,1.5,4.7,16.0,45.0
37.9564998,139.143863,30.0,17.0,1.5,4.7,16.0,30.0
37.9564998,139.143863,38.0,17.0,1.5,4.7,16.0,38.0
37.9564998,139.143863,35.0,17.0,1.5,4.7,16.0,35.0
37.9564998,139.143863,37.0,17.0,1.5,4.7,16.0,37.0
